File name,Package name,File size,Package size,File size in package (%),File size in system (%)
lib/modules/6.1.61-v8/kernel/drivers/auxdisplay/hd44780.ko.xz,linux,3168,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/auxdisplay/hd44780_common.ko.xz,linux,2868,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/base/regmap/regmap-i2c.ko.xz,linux,2684,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/base/regmap/regmap-spi.ko.xz,linux,2236,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bcma/bcma.ko.xz,linux,18632,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/block/aoe/aoe.ko.xz,linux,22124,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/block/drbd/drbd.ko.xz,linux,140304,21138710,0.7,0.4
lib/modules/6.1.61-v8/kernel/drivers/block/nbd.ko.xz,linux,19764,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/block/pktcdvd.ko.xz,linux,16300,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/block/zram/zram.ko.xz,linux,10608,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/ath3k.ko.xz,linux,4152,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/bcm203x.ko.xz,linux,3012,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/bfusb.ko.xz,linux,5488,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/bpa10x.ko.xz,linux,4208,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/btbcm.ko.xz,linux,6032,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/btintel.ko.xz,linux,13780,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/btmrvl.ko.xz,linux,6940,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/btmrvl_sdio.ko.xz,linux,9360,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/btrtl.ko.xz,linux,6440,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/btusb.ko.xz,linux,17572,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/hci_uart.ko.xz,linux,17752,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/bluetooth/hci_vhci.ko.xz,linux,4920,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/cdrom/cdrom.ko.xz,linux,15700,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/char/broadcom/bcm2835_smi_dev.ko.xz,linux,4312,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/char/broadcom/rpivid-mem.ko.xz,linux,2824,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/char/raspberrypi-gpiomem.ko.xz,linux,2992,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/char/tpm/tpm.ko.xz,linux,24660,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/char/tpm/tpm_tis_core.ko.xz,linux,7324,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/char/tpm/tpm_tis_i2c.ko.xz,linux,2936,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/char/tpm/tpm_tis_spi.ko.xz,linux,3080,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/clk/clk-hifiberry-dachd.ko.xz,linux,3612,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/clk/clk-hifiberry-dacpro.ko.xz,linux,2244,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/connector/cn.ko.xz,linux,4068,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/firmware/cirrus/cs_dsp.ko.xz,linux,14364,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-arizona.ko.xz,linux,2676,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-fsm.ko.xz,linux,7960,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-max7300.ko.xz,linux,1656,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-max7301.ko.xz,linux,1788,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-max730x.ko.xz,linux,2164,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-mockup.ko.xz,linux,5340,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-pca953x.ko.xz,linux,7976,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpio/gpio-pcf857x.ko.xz,linux,3876,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/bridge/display-connector.ko.xz,linux,3968,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/bridge/simple-bridge.ko.xz,linux,3188,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/bridge/tc358762.ko.xz,linux,2628,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/display/drm_display_helper.ko.xz,linux,3060,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm.ko.xz,linux,162876,21138710,0.8,0.4
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm_dma_helper.ko.xz,linux,4664,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm_kms_helper.ko.xz,linux,57732,21138710,0.3,0.1
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm_mipi_dbi.ko.xz,linux,9364,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm_panel_orientation_quirks.ko.xz,linux,2680,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm_shmem_helper.ko.xz,linux,5708,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm_ttm_helper.ko.xz,linux,2112,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/drm_vram_helper.ko.xz,linux,5984,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/gud/gud.ko.xz,linux,13832,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-ilitek-ili9806e.ko.xz,linux,3300,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-ilitek-ili9881c.ko.xz,linux,4456,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-jdi-lt070me05000.ko.xz,linux,4276,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-raspberrypi-touchscreen.ko.xz,linux,3496,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-simple.ko.xz,linux,15944,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-sitronix-st7701.ko.xz,linux,6808,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-tdo-y17p.ko.xz,linux,3104,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/panel/panel-waveshare-dsi.ko.xz,linux,3516,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/rp1/rp1-dpi/drm-rp1-dpi.ko.xz,linux,6704,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/rp1/rp1-dsi/drm-rp1-dsi.ko.xz,linux,8728,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/rp1/rp1-vec/drm-rp1-vec.ko.xz,linux,7412,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/scheduler/gpu-sched.ko.xz,linux,14500,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/hx8357d.ko.xz,linux,3948,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/ili9225.ko.xz,linux,4400,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/ili9341.ko.xz,linux,4168,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/ili9486.ko.xz,linux,4172,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/mi0283qt.ko.xz,linux,4196,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/panel-mipi-dbi.ko.xz,linux,4580,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/repaper.ko.xz,linux,7696,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/st7586.ko.xz,linux,5128,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/tiny/st7735r.ko.xz,linux,4212,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/ttm/ttm.ko.xz,linux,24940,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/udl/udl.ko.xz,linux,8328,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/v3d/v3d.ko.xz,linux,26440,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/gpu/drm/vc4/vc4.ko.xz,linux,115916,21138710,0.5,0.3
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-a4tech.ko.xz,linux,2160,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-apple.ko.xz,linux,6672,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-asus.ko.xz,linux,8588,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-axff.ko.xz,linux,1732,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-belkin.ko.xz,linux,2040,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-betopff.ko.xz,linux,2264,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-bigbenff.ko.xz,linux,3548,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-cherry.ko.xz,linux,1976,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-chicony.ko.xz,linux,3008,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-cypress.ko.xz,linux,2216,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-dr.ko.xz,linux,1980,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-elecom.ko.xz,linux,1832,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-elo.ko.xz,linux,3440,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-emsff.ko.xz,linux,2460,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-ezkey.ko.xz,linux,1800,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-gaff.ko.xz,linux,1496,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-gembird.ko.xz,linux,1832,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-gyration.ko.xz,linux,2316,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-holtek-kbd.ko.xz,linux,1904,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-holtek-mouse.ko.xz,linux,1900,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-holtekff.ko.xz,linux,1592,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-kensington.ko.xz,linux,1664,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-keytouch.ko.xz,linux,1548,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-kye.ko.xz,linux,3032,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-lcpower.ko.xz,linux,1996,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-led.ko.xz,linux,3900,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-lg-g15.ko.xz,linux,5696,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-logitech-dj.ko.xz,linux,10060,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-logitech-hidpp.ko.xz,linux,18596,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-logitech.ko.xz,linux,14508,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-magicmouse.ko.xz,linux,6516,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-microsoft.ko.xz,linux,4264,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-monterey.ko.xz,linux,2024,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-multitouch.ko.xz,linux,10256,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-ntrig.ko.xz,linux,5624,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-ortek.ko.xz,linux,1580,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-petalynx.ko.xz,linux,2340,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-picolcd.ko.xz,linux,11328,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-pl.ko.xz,linux,1568,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-playstation.ko.xz,linux,8192,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-arvo.ko.xz,linux,3560,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-common.ko.xz,linux,2364,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-isku.ko.xz,linux,4348,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-kone.ko.xz,linux,5360,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-koneplus.ko.xz,linux,4588,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-konepure.ko.xz,linux,3076,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-kovaplus.ko.xz,linux,4692,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-lua.ko.xz,linux,2368,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-pyra.ko.xz,linux,4496,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-ryos.ko.xz,linux,3468,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat-savu.ko.xz,linux,2976,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-roccat.ko.xz,linux,4156,21138710,0.0,0.0
